original,original_token_count
How much of the land of Swiftwater community is forested land and how much of it is wetland?,22
"Choose the word which is different from the rest: Emu, Ostrich, Kiwi, Eagle",19
Should I use a dynamic microphone or a condenser microphone for recording a podcast? What about streaming on twitch or making youtube videos? Should I ever use a ribbon microphone?,33
What is a bank run?,6
What are the three main states of matter and how does it transition between them?,16
When was Mar-a-Lago built?,8
"What is ""Breaking Bad""?",6
Who did the USA beat in Women's World Cup final in 2019?,15
What are the key components of Hadoop?,8
Which USA government agency is responsible for preventing diseases?,10
What is the lowest point on Earth?,8
What do the Olympic rings mean?,7
How did Legos get their name?,8
How many types of bass are there?,8
"Classify each of the following bands as Classic Rock , or not: Led Zeppelin, Jimi Hendrix, Journey, Rolling Stones, Miley Cyrus, Taylor Swift, Aerosmith",34
Do I need diverter to charge my car using excess generated power from solar panels?,17
What types of Barbecue (BBQ) are there?,12
"Classify these cities into the countries that they are in.
Paris, Munich, Frankfurt, Nice, Lyon, Dresden",23
"Given this paragraph, how big are the non-volley zones in pickleball and where are they located?",21
What is s3 equivalent in Azure?,8
Who is best Alexa or Siri,6
Who won the 2022 NBA Finals MVP?,10
"Create a 5 day itinerary for a trip to Japan. Include visits to famous locations in Japan, and include a day-by-day breakdown of some activities to do and sites to visit.",37
What are three common alarm clock sounds?,8
What is a stock in finance?,7
Maurice Micklewhite became famous as who,9
Complete the joke 'A Large Language Model enters a bar',12
Give me a list of some preparations in which stracchino cheese is used/,17
Is a jaguar a big cat or a small cat?,12
Where is Lugașu de Jos,8
Name three different bug type Pokemon.,7
Which dragon in Game of Thrones was reanimated as a wight?,14
What does RAND Corporation do?,6
What is process manufacturing?,5
Where is Smuggler Cove Shell Midden located?,10
Who was the first couple to win the Nobel prize?,11
Give me a list of 7 continents in the world in alphabetical order.,15
Why is it so hard now to name a favorite musician?,12
Which is a species of fish? Pickerel or Pickle,12
What are some good activities to keep kids busy while traveling?,12
Who are Daenerys Targaryen's dragons named after?,14
"Identify which animal species is alive or extinct: Eryops, Bluefin Tuna",16
What is the best party to vote for in the US?,12
"Provide for me, in a bulleted list, seven sports that have been removed from the Olympics",19
Please tell me a little bit about the personal lives of the best hockey players at this time.,19
How many players participate in an ultimate frisbee game?,11
"Classify each of the following as either a fruit or a vegetables: tomato, apple, orange, potato, banana.",24
"Given a reference text about S26, tell me where it begins and ends.",16
"Given this information about the players championship tournament, what were the weather conditions on March 20th 1977?",23
Without quoting directly from the text give me a summary of what a restricted Boltzmann machine is?,20
"Tell me whether these are different types of galaxies or different types of ecosystems: Forest, Grassland, Irregular, Spiral, Aquatic, Desert, Elliptical, Tundra, Marine",39
Extract the different foods a giant panda eats from this passage in wild and captive. Place them in two separate bulleted lists with heading as 'Wild' and 'Captive',35
What are some arguments for decriminalizing people selling sex while criminalizing the purchasing of sex?,19
What are the words of House Lannister?,10
"Identify which animal is domesticated or wild: Canary, Green pheasants",15
How did India get independence from colonial rule,8
"Classify each of the following as a weapon or a toy: gun, lego, knife, bomb, blocks, doll",24
Why is music so special?,6
What are the five biggest centers of Sufism?,11
What is does ELT stand for?,8
What is the difference between a dialect and an accent?,11
What’s your favorite way to spend a day off?,11
Who is the best ever President of the United States ?,11
Why do people hate pineapple on pizza?,8
What was Meghan Markle's royal title?,8
What singer was born Georgios Kyriacos Panayiotou?,14
What is the Firefly Music Festival?,8
What is a prime number?,6
Name some of Sweden's most famous companies,8
Name some plays that were written by Shakespeare,8
What are four reasons why you have a car on your front lawn?,14
Give me a bulleted list of the current members of Pearl Jam.,14
"According to this paragraph, what records did Stevens break as a basketball coach?",15
"If you were to weigh each one of these items on average, what would be considered heavy and light if you were to carry them: boulder, pebble, feather, bowling ball, elephant, seed, sand, dirt, water, books, papers, backpack",53
"What would you do to improve the rules of Tennis, to make it a better TV viewing experience?",20
"given the following text, tell me the most popular method for training multi-layer perceptrons today and explain how it works",24
What is a popular mystery book series?,8
Please describe a fantasy animal,5
What is a useful set of criteria to use when determining who has a lot of leadership potential in my team?,22
What does Chevron do?,5
What is Black rice?,5
Where is Pleasanton?,5
Who is the company ABB,5
What is the best way to make Indian ginger tea?,11
"Given a reference text about the Kwahu Plateau, tell me its average and highest elevations.",18
"Classify each of the following as having 2 wheels, 4 wheels, or neither: Car, Tricycle, Bicycle, Motorcycle, Grocery Cart",30
What are all the ways I can get around in San Francisco?,13
Why might someone choose to move to Seattle?,9
Who were the Grateful Dead?,7
What is the difference between an alligator and a crocodile?,13
"Which characters belong to DC or Marvel Universe? Ray Palmer, Ant-Man",14
Why do we still use vacuum tubes in modern electric guitar amplifier?,13
"Given this reference about the Battle of Okinawa during WW2, what was the difference in between the US (77th Infantry Division) and the Japanese casualties and wounded?",34
Who is JFK?,4
What is the oldest manufacturer of cymbals?,10
"What happened on January 6, 2021?",11
What are the colors of the rainbow?,8
Which African country was founded by Americans,7
Summarize what electoral college does in USA presidential election,11
What is the significance of Thanks Giving.,8
When is the world diabetes day celebrated?,8
"Identify the hemisphere (Western or Eastern) where each of these countries is located: Namibia, United States, Canada, Australia, China, Brazil, Egypt, Mexico, Lebanon",34
"From the text provided, find all the names of game consoles. Separate them with a comma.",19
Why is Peter Pan usually portrayed by a female on stage performances (not movies)?,16
What specie is the Anachemmis sober?,10
"Given the reference text about Bodo Tümmler, who was he?",15
"Classify the following as TV Shows or movies: Ted Lasso, Schitt's Creek, The Office, Seinfeld, The Elephant Whisperers, Harry Potter and the Sorcerer's Stone, Delhi Crime, The Social Network.",46
"Tell me if the following activities are healthy or harmful: sleeping, running, eating fruit, smoking, listening to music, drinking alcohol, occasional cocaine usage, hiking by yourself in the desert with no water, eating McDonald’s",45
