"original","compression","original_token_count","compression_token_count","compression_ratio","rouge_1","rouge_2","rouge_l"
"According to this paragraph, what records did Stevens break as a basketball coach?","What records did Stevens break as a basketball coach in this paragraph?","15","13","0.87","0.88","0.7826","0.72"
"If you were to weigh each one of these items on average, what would be considered heavy and light if you were to carry them: boulder, pebble, feather, bowling ball, elephant, seed, sand, dirt, water, books, papers, backpack","For each item: boulder, pebble, feather, bowling ball, elephant, seed, sand, dirt, water, books, papers, backpack—state heavy or light to carry on average.","53","40","0.75","0.6774","0.4667","0.4839"
"What would you do to improve the rules of Tennis, to make it a better TV viewing experience?","How would you improve tennis rules for better TV viewing?","20","11","0.55","0.5714","0.2308","0.5"
"given the following text, tell me the most popular method for training multi-layer perceptrons today and explain how it works","From the following text, name the most popular method for training MLPs today and explain how it works.","24","22","0.92","0.7692","0.6486","0.7692"
"What is a popular mystery book series?","Popular mystery book series?","8","5","0.62","0.7273","0.6667","0.7273"
"Please describe a fantasy animal","Please describe a fantasy animal","5","5","1.0","1.0","1.0","1.0"
"What is a useful set of criteria to use when determining who has a lot of leadership potential in my team?","What criteria identify leadership potential in my team?","22","9","0.41","0.4828","0.2963","0.4828"
"What does Chevron do?","Chevron's activities?","5","4","0.8","0.2857","0.0","0.2857"
"What is Black rice?","What is Black rice?","5","5","1.0","1.0","1.0","1.0"
"Where is Pleasanton?","Where is Pleasanton?","5","5","1.0","1.0","1.0","1.0"
"Who is the company ABB","Who is ABB?","5","4","0.8","0.75","0.3333","0.75"
"What is the best way to make Indian ginger tea?","Best way to make Indian ginger tea?","11","8","0.73","0.8235","0.8","0.8235"
"Given a reference text about the Kwahu Plateau, tell me its average and highest elevations.","Kwahu Plateau reference text: average and highest elevations.","18","11","0.61","0.6957","0.4762","0.5217"
"Classify each of the following as having 2 wheels, 4 wheels, or neither: Car, Tricycle, Bicycle, Motorcycle, Grocery Cart","Classify as 2 wheels, 4 wheels, or neither: Car, Tricycle, Bicycle, Motorcycle, Grocery Cart","30","25","0.83","0.8485","0.7097","0.8485"
"What are all the ways I can get around in San Francisco?","All ways to get around San Francisco?","13","8","0.62","0.6316","0.2353","0.6316"
"Why might someone choose to move to Seattle?","Why move to Seattle?","9","5","0.56","0.6667","0.4","0.6667"
"Who were the Grateful Dead?","Who were the Grateful Dead?","7","7","1.0","1.0","1.0","1.0"
"What is the difference between an alligator and a crocodile?","Alligator vs crocodile difference?","13","7","0.54","0.4286","0.0","0.2857"
"Which characters belong to DC or Marvel Universe? Ray Palmer, Ant-Man","DC or Marvel? Ray Palmer, Ant-Man","14","9","0.64","0.7368","0.5882","0.7368"
"Why do we still use vacuum tubes in modern electric guitar amplifier?","Why are vacuum tubes still used in modern guitar amplifiers?","13","12","0.92","0.8182","0.4","0.6364"
"Given this reference about the Battle of Okinawa during WW2, what was the difference in between the US (77th Infantry Division) and the Japanese casualties and wounded?","From this Okinawa WW2 reference, casualty difference between US (77th Infantry Division) and Japanese (killed+wounded)?","34","26","0.76","0.6512","0.1951","0.5581"
"Who is JFK?","Who is JFK?","4","4","1.0","1.0","1.0","1.0"
"What is the oldest manufacturer of cymbals?","Oldest cymbal manufacturer?","10","6","0.6","0.6","0.0","0.4"
"What happened on January 6, 2021?","What happened on January 6, 2021?","11","11","1.0","1.0","1.0","1.0"
"What are the colors of the rainbow?","Rainbow colors?","8","3","0.38","0.4444","0.0","0.2222"
"Which African country was founded by Americans","African country founded by Americans?","7","6","0.86","0.8333","0.6","0.8333"
"Summarize what electoral college does in USA presidential election","Summarize what electoral college does in USA presidential election","11","11","1.0","1.0","1.0","1.0"
"What is the significance of Thanks Giving.","Significance of Thanksgiving?","8","5","0.62","0.4","0.25","0.4"
"When is the world diabetes day celebrated?","World Diabetes Day date?","8","5","0.62","0.5455","0.4444","0.5455"
"Identify the hemisphere (Western or Eastern) where each of these countries is located: Namibia, United States, Canada, Australia, China, Brazil, Egypt, Mexico, Lebanon","Identify the hemisphere (Western or Eastern) where each of these countries is located: Namibia, United States, Canada, Australia, China, Brazil, Egypt, Mexico, Lebanon","34","34","1.0","1.0","1.0","1.0"
"From the text provided, find all the names of game consoles. Separate them with a comma.","From the provided text, list all game console names, separated by commas.","19","15","0.79","0.7143","0.1538","0.5714"
"Why is Peter Pan usually portrayed by a female on stage performances (not movies)?","Why is Peter Pan usually portrayed by a female on stage performances (not movies)?","16","16","1.0","1.0","1.0","1.0"
"What specie is the Anachemmis sober?","What species is Anachemmis sober?","10","9","0.9","0.9091","0.6667","0.9091"
"Given the reference text about Bodo Tümmler, who was he?","Who was Bodo Tümmler, per the reference text?","15","13","0.87","0.8","0.5556","0.3"
"Classify the following as TV Shows or movies: Ted Lasso, Schitt's Creek, The Office, Seinfeld, The Elephant Whisperers, Harry Potter and the Sorcerer's Stone, Delhi Crime, The Social Network.","Classify the following as TV Shows or movies: Ted Lasso, Schitt's Creek, The Office, Seinfeld, The Elephant Whisperers, Harry Potter and the Sorcerer's Stone, Delhi Crime, The Social Network.","46","46","1.0","1.0","1.0","1.0"
"Tell me if the following activities are healthy or harmful: sleeping, running, eating fruit, smoking, listening to music, drinking alcohol, occasional cocaine usage, hiking by yourself in the desert with no water, eating McDonald’s","Healthy or harmful for each: sleeping, running, eating fruit, smoking, listening to music, drinking alcohol, occasional cocaine use, hiking alone in a desert with no water, eating McDonald's","45","38","0.84","0.75","0.6129","0.75"
"What are some good Indian dishes?","List good Indian dishes.","7","5","0.71","0.6","0.5","0.6"
"What kind of cars are good for families with 3 small children?","Best cars for families with 3 small children?","14","10","0.71","0.7","0.5556","0.7"
"Where can I mine diamonds in the United States?","U.S. diamond mining locations?","10","7","0.7","0.2857","0.0","0.1429"
"How to stay calm in stressful situations ?","How to stay calm under stress?","8","7","0.88","0.7692","0.5455","0.7692"
"Why is prioritizing diversity hiring in an organization important?","Why prioritize diversity hiring in organizations?","11","7","0.64","0.8","0.4615","0.8"
"How was art used for manipulative purpose in racial discuss in the 20th century?","How was art used for manipulation in racial discourse during the 20th century?","18","16","0.89","0.8148","0.64","0.8148"
"Give me an idea for repurposing my empty egg carton and instructions on how to do it.","Idea for repurposing empty egg carton; step-by-step instructions.","20","14","0.7","0.5185","0.32","0.5185"
"Who starred in Godfather Part II","Who starred in Godfather Part II","7","7","1.0","1.0","1.0","1.0"
"Extract the special guests that Taylor Swift had on her 1989 Tour in 2015. Separate them with a comma.","List Taylor Swift 1989 Tour 2015 special guests, comma-separated.","25","16","0.64","0.6207","0.2222","0.4138"
"Name the top 10 Sci Fi books of all time?","Top 10 Sci-Fi books of all time.","12","10","0.83","0.8889","0.875","0.8889"
"Why do people like to run very long distances like marathons?","Why do people like to run very long distances like marathons?","13","13","1.0","1.0","1.0","1.0"
"What is the tallest building in the San Francisco Bay Area?","SF Bay Area tallest building?","12","6","0.5","0.5","0.2857","0.25"
"What enabled Libya to obtain rapid economic growth prior to 1990?","What enabled Libya's rapid economic growth pre-1990?","14","12","0.86","0.7","0.4444","0.7"
"Summarize the four basic principles of GAAP accounting","Summarize four basic GAAP principles.","11","9","0.82","0.7692","0.1818","0.6154"
"Give me a list of the top US mobile service providers","List top US mobile service providers.","11","7","0.64","0.7059","0.5333","0.7059"
"Bioinformatics","Bioinformatics","2","2","1.0","1.0","0.0","1.0"
"Why do kids like to play video games so much these days?","Why do kids like video games so much nowadays?","13","10","0.77","0.7619","0.6316","0.7619"
"From the passage provided, extract the name of the 37th speaker of the House of Commons  of Canada","From the provided passage, extract the name of Canada's 37th Speaker of the House of Commons.","22","20","0.91","0.9143","0.6667","0.8"
"Write a paragraph highlighting the rise of cyber crime, and the vulnerability of people  who are unaware of the risks (or careless), and end the note with a single line on suggested steps.","Write a paragraph on the rise of cybercrime and the vulnerability of the unaware or careless, ending with a single line of suggested steps.","38","27","0.71","0.807","0.4727","0.7018"
"Name four Ivy League schools.","List four Ivies.","6","5","0.83","0.25","0.0","0.25"
"Why do Germans love their cars?","Why Germans love their cars","7","5","0.71","0.9091","0.6667","0.9091"
"When will George R.R. Martin release the sixth book in the series ""A Song of Ice and Fire""?","When will George R.R. Martin release the sixth ASOIAF book?","22","16","0.73","0.6667","0.5714","0.6667"
"Identify which instrument is string or percussion: Kecer, Saz","Kecer, Saz: string or percussion?","13","10","0.77","0.7143","0.5","0.4286"
"What is the ""iron curtain""?","""Iron Curtain"" definition?","7","6","0.86","0.5","0.3333","0.5"
"Name three different cuts of steak from a cow.","Name three beef steak cuts.","10","6","0.6","0.5714","0.1667","0.4286"
"Please give me summary of the below graph in not more than 2 line.","Summarize the graph below in ≤2 lines.","16","11","0.69","0.5714","0.1053","0.4762"
"To which species does Allium desertorum belong","To which species does Allium desertorum belong","9","9","1.0","1.0","1.0","1.0"
"In the series A Song of Ice and Fire, who is the founder of House Longwaters?","ASOIAF: House Longwaters founder?","19","10","0.53","0.3","0.1111","0.2"
"What is an audible?","What is an audible?","5","5","1.0","1.0","1.0","1.0"
"Who are the top NFL Quarterbacks?","Top NFL QBs?","8","5","0.62","0.4444","0.2857","0.4444"
"Who was the prime minister of Spain when Spain joined NATO?","Spain's prime minister when it joined NATO?","12","9","0.75","0.6316","0.2353","0.5263"
"What's the oldest capital in the world?","Oldest capital in the world?","8","7","0.88","0.7692","0.7273","0.7692"
