original,original_token_count,compressed,compressed_token_count
Who are the most influential female computer scientists of all time?,12,Most influential female computer scientists of all time,8
What is Flink?,5,Explain Flink,3
"Based on the reference text, provide a bulleted list of the contributing factors causing World War II.",23,"From reference text, provide bulleted list of WWII contributing factors",13
Is the sun a star or a planet?,12,Is sun star or planet,6
"Classify each of the following as a language or religion: Spanish, Catholicism, Islam, Judaism, Mandarin, Arabic",30,"Classify each item as language or religion: Spanish, Catholicism, Islam, Judaism, Mandarin, Arabic",26
"Given the reference text about Super Bowl LV, please answer the following questions:
1. Who performed at the halftime show?
2. Which team won and what was the final score?
3. Who was the MVP?
4. Where was the game played?",49,"From SB LV reference text, answer: 1) halftime performer 2) winner and final score 3) MVP 4) location",25
When did Delaware join the United States?,8,When did Delaware join United States,6
What are the different kind of hits in baseball?,10,What are types of hits in baseball,7
"When and where was the first major agitation led by Gandhi, tell me who this agitation was against,  which crop led to this agitation and why this agitation happened.",40,Gandhi's first major agitation: when and where; against whom; crop; why,19
"Tell me whether these foods need to be refrigerated or be frozen: milk, meat, sea food, fruit",24,"Refrigeration or freezing: milk, meat, seafood, fruit",13
What is dialtune drums?,8,Dialtune drums,5
"Identify which instrument is string or percussion: Talempong, Guitar",15,"Talempong, Guitar: string or percussion",10
What are the words of House Baratheon?,11,Baratheon motto,5
Which is heavier: 1kg of flour or 1kg of steel?,14,Which weighs more: 1kg flour or 1kg steel,12
What is the California Alpine Club?,7,California Alpine Club: description,5
The Coquerel's coua species was named after who?,16,Coquerel's coua named for whom,12
How can I get my dog to stop barking?,11,How to stop my dog's barking,9
Tell me about Roger Federer,6,Roger Federer bio,4
"In the 2005 Lexus Cup, how many members did each team have?",15,2005 Lexus Cup: team member count per team,10
Give me a list of the top clean beauty brands for women in their 20s,17,Top clean beauty brands for women in their 20s,10
"Identify which instrument is string or woodwind: Hornpipe, Gusli",17,"Hornpipe, Gusli: string or woodwind",12
This table lists the change over time in population of a small town in France. Between  which two consecutive entries from the table did the rate of population growth change the most? Explain your math.,39,Table of population changes over time for small French town. Which two consecutive entries show greatest change in growth rate? Show math,24
Who spoke at NYU's 2022 commencement?,12,Who spoke at NYU 2022 commencement,9
Why is professional wrestling entertaining?,6,Why is professional wrestling entertaining,5
"Which characters belong to DC or Marvel Universe? Electro, Black Lightning",13,"DC or Marvel: Electro, Black Lightning",8
Why is JDAM so cost effective?,9,Why is JDAM cost-effective,8
How does screen printing work?,6,Screen printing process,3
What's an unpopular opinion you have?,10,What's your unpopular opinion,7
"Identify which instrument is string or woodwind: Balaban, Lute",16,"Balaban, Lute: string or woodwind",11
Give me a list of the great synth-pop artists and a song for each that I might not have heard.,25,List great synth-pop artists and track for each you may not have heard,15
Which city is the best to relocate in Texas,9,Best Texas city to relocate to,6
Which is better the Free Software Movement or the Open Source Initiative?,13,Which is better: Free Software Movement or Open Source Initiative,11
What are the defining characteristics of a Ramly Burger?,13,Ramly Burger defining characteristics,6
Which is a species of fish? Sea bream or Sea shell,15,Which is species of fish? Sea bream or Sea shell,13
"Given this paragraph describing the conclusion of the movie Groundhog Day, how did Phil manage to break the cycle and wake up on February 3 instead of back once again on February 2?",37,Groundhog Day conclusion: how did Phil break cycle to wake on Feb 3 instead of Feb 2,19
How many different Alaska Native tribes are there?,10,How many Alaska Native tribes are there,8
"Which of these games are traditionally considered to be board games, and which are card games? Monopoly, Trivial Pursuit, Poker, Snap, Chess, Backgammon, Bridge and Scrabble.",46,"Which of these are traditionally board games vs card games: Monopoly, Trivial Pursuit, Poker, Snap, Chess, Backgammon, Bridge, Scrabble",40
Where can the transmitter for KQKZ be found?,12,Where is KQKZ's transmitter located,10
Where should I fly fish for trout in Washington state?,12,Top trout fly-fishing spots in Washington state,11
Can planets in the Solar System be seen with the naked eye?,14,Are Solar System planets visible to naked eye,9
What are good native plants to grow in Ohio?,10,Best native plants for Ohio,5
Where is Hesse's Demi Bastion,10,Hesse's Demi Bastion location,9
What is the difference between guitar and ukulele?,12,Difference between guitar and ukulele,8
"Identify which instrument is string or percussion: Boobam, Orutu",18,"Boobam, Orutu: string or percussion",13
Who was Neale James Cooper,7,Who was Neale James Cooper,7
Who are your 3 favorite Star Wars characters and why?,11,List your 3 favorite Star Wars characters and why,9
"Given this reference text about the Koala, tell me what makes up most of their diet, how long joeys spend in their mothers' pouches and what are some of the pathogens they are threatened by.",49,From Koala reference text: most of their diet; duration in mothers' pouches; some pathogens they’re threatened by,29
Where is Cabomba sometimes used for decoration but also utility?,13,Where is Cabomba used for decoration and utility,10
My air conditioner quit working how do I fix it?,11,AC stopped working; how to fix,7
Who is Sachin Tendulkar?,9,Who is Sachin Tendulkar,8
Extract from the text the main characteristics of the city of São Paulo. Separate them with a comma.,28,Extract São Paulo's main characteristics from text; separate by comma,19
What is the difference between Kuchipudi and Kathak dance forms of India?,16,Difference between Kuchipudi and Kathak dance forms of India,12
What countries are in the European Union?,8,EU member states,3
What size of snowboard should I use?,8,What snowboard size should I use,6
What are the drawbacks of nuclear fusion?,11,Drawbacks of nuclear fusion,7
Give me a list of potential vegan dishes you could make for a Thanksgiving meal,17,List potential vegan dishes for Thanksgiving meal,7
What does AWS stand for?,7,AWS stands for,4
Where is the Porce III Dam,7,Porce III Dam location,5
Who won the 1986 Major League Baseball World Series and in how many games?,15,1986 World Series winner and games played,7
"Classify the countries based on the continent they belong to - North America or South America with the former as 'north' and the latter as 'south'. United States, Mexico, Canada, Brazil, Columbia, Argentina, Cuba, Jamaica, Chile, Guyana, Peru.",64,"Classify these countries by continent: North America='north', South America='south': United States, Mexico, Canada, Brazil, Columbia, Argentina, Cuba, Jamaica, Chile, Guyana, Peru",48
Is there an evolutionary root cause for self-deception?,13,Evolutionary root cause of self-deception,9
What is pink salt?,5,pink salt definition,3
How do you throw a cutter in baseball?,10,How to throw cutter pitch,5
"Classify each of the following as a ridesharing or food delivery company: Doordash, Lyft, Wolt, Deliveroo, Bolt, Didi, Rappi",41,"Classify as ridesharing or food delivery: Doordash, Lyft, Wolt, Deliveroo, Bolt, Didi, Rappi",34
Who wrote the most episodes of season four of Game of Thrones?,13,Who wrote most episodes of season four of Game of Thrones,11
"Which of the following are perfect square roots? Classify them as 'perfect' and 'not perfect' - 1, 23, 4, 6, 9, 10, 42, 112, 81, 100, 55, 16, 32, 25.",47,"Which numbers are perfect squares? Classify as 'perfect' or 'not perfect': 1, 23, 4, 6, 9, 10, 42, 112, 81, 100, 55, 16, 32, 25",42
What were the 2 horses represented in greek mythology?,12,Which two horses are represented in Greek mythology,9
What is a mammal?,8,Define mammal,5
"According to this reference text about UVA, what years have UVA women won NCAA titles in rowing?",22,"From this UVA reference text, which years did UVA women's rowing win NCAA titles",20
Which team drafted Marques Pope?,8,Which team drafted Marques Pope,7
What is heavier? A pound of feathers or a pound of iron?,18,What is heavier? pound of feathers or pound of iron,14
Why do people purchase ski passes?,7,Why buy ski passes,4
Compare and contrast the strategy of Tesla to that of Nissan. Why has Tesla been successful in the electric vehicle market while Nissan has yet to?,28,Compare and contrast Tesla vs Nissan strategies; why has Tesla been successful in EV market while Nissan has yet to,24
