original,original_token_count,compressed,compressed_token_count
"Which characters belong to DC or Marvel Universe? Mr Fantastic, Plastic Man, Elongated Man",19,"DC or Marvel affiliations: Mr Fantastic, Plastic Man, Elongated Man",16
Help me understand how I would grow a garden in my backyard,13,Explain how to grow garden in backyard,7
"Which characters belong to DC or Marvel Universe? Kent Nelson, Doctor Strange",14,"DC or Marvel: Kent Nelson, Doctor Strange",9
Write about the potential ethical concerns of de-identification techniques.,13,Discuss potential ethical concerns of de-identification techniques,10
Queen Elizabeth II was married to whom?,8,Elizabeth II married to whom,5
"Kingston, Zuma, and Apollo are the sons of which American female pop star?",18,"Kingston, Zuma, Apollo: sons of which American female pop star",15
Why do people purchase ski passes?,7,Why buy ski passes,4
What are the benefits of collaborating on a tech blog with your customers?,16,Benefits of collaborating on tech blog with your customers,11
"Which is a bird or fish: Red-crested pochard, Redfish",18,"Bird or fish: Red-crested pochard, Redfish",14
What is the indigenous name for Dunk Island?,10,Indigenous name of Dunk Island,6
"List all the years in order of appearance, separated by commas.",15,"List all years in order of appearance, comma-separated",17
Tell me about the album The Any Day Now,9,Tell me about album Any Day Now,7
What are some movies everyone should see since the year 2000?,12,Must-see films since 2000,6
"Categorize each of the following as a grocery store or restaurant: Publix, Texas Roadhouse, Bonefish, Costco, Aldi, McDonalds, KFC, Whole Foods",43,"Categorize as grocery store or restaurant: Publix, Texas Roadhouse, Bonefish, Costco, Aldi, McDonalds, KFC, Whole Foods",37
Who was injured or killed and in what ways in the accidents?,13,Who was injured or killed and how in accidents,9
"Using the two paragraphs below, when was the Ukrainian Chorus Dumka of NY founded, and when did it play in Ukraine for the first time?",33,"From two paragraphs below, when was Ukrainian Chorus Dumka of NY founded and when did it first perform in Ukraine",25
"What does it mean if a dinner ""smacks""?",15,What does 'smacks' mean for dinner,11
Where is the Bulgan Volcanic Field located?,11,Bulgan Volcanic Field location,7
What are some common items on a charcuterie board?,14,Common charcuterie board items,7
What gear do you need to go on a backpacking trip?,14,Backpacking gear needed?,6
Share the best 7 European Cities for Nightlife,9,Top 7 European nightlife cities,6
What is Sunshine Recession?,6,Sunshine Recession?,4
"Given a reference text about a singer, tell me when they debuted, what their first release was, and what their most popular song is.",31,"From singer's reference text, list debut date, first release, and most popular song",18
Where is the Willis Tower located?,8,Willis Tower location?,5
"Given this paragraph, what are some examples of long short-term memory (LSTM) use cases?",21,Examples of LSTM use cases from this paragraph,10
What are some easy to buy birthday gifts for a coworker?,15,Suggest easy-to-buy coworker birthday gifts,13
Where to find the best croissant in San Francisco?,10,Best croissant in SF — where to find,10
"Give me the answer to this riddle, explain the answer, and explain why the answer may be challenging to identify: what gets wetter as it dries?",36,"Answer riddle 'what gets wetter as it dries?', explain answer and why it's hard to identify",29
Extract a list of all countries sharing a border with Germany from this passage.,17,List all countries bordering Germany from this passage,9
Ideas on how to cure my dog's red paws.,14,Dog paw redness remedies,6
What kind of bacteria is Bifidobacterium thermacidophilum,18,What kind of bacteria is Bifidobacterium thermacidophilum,18
"Classify the below car manufacturing companies based on their countries of origin (Germany or India).
Audi, BMW, Tata Motors, Mahindra and Mahindra",36,"Classify car manufacturers by country of origin (Germany or India): Audi, BMW, Tata Motors, Mahindra and Mahindra",31
Extract the most recent upper bound and low bound of the sofa constant and return them in the format {Bound Type} - {Bound Value}.,36,Extract most recent upper and low bounds of sofa constant; format: {Bound Type} - {Bound Value},30
Give me a bullet list of 6 different types of Christianity,12,Bullet list of 6 Christian denominations,7
Which city will host the 2024 Summer Olympics?,10,2024 Summer Olympics host city,6
"Identify which instrument is string or percussion: Tbilat, Harp guitar",17,"Identify string or percussion: Tbilat, Harp guitar",14
Which cities did some of the most famous English rock bands come from?,14,Cities of origin for famous English rock bands,8
What is the American show The Office based on?,11,What is American show Office based on,8
What are some of the best comedy movies of the 1980's?,14,Best 1980s comedy movies,5
"Tell me if these are TV shows or Movies: Breaking Bad, Dexter, Game of thrones, Fight Club.",30,"TV shows or Movies: Breaking Bad, Dexter, Game of thrones, Fight Club",23
What are the main ingredients for bread?,8,Main ingredients for bread,4
Extract from the text the list of actors and the characters they play.  List answer as bullet list in in format:  {actor name}:  {character name},35,Extract actors and their characters from text; output bullet list in format: {actor name}: {character name},26
"How many children did Louis Pasteur have, and how many died of typhoid fever?",22,Pasteur: how many children; how many died of typhoid fever,18
"From the following list, tell me whether these animals are real of fictitious: unicorn, alpaca, kangaroo rat, griffin, centaur, colossal squid",49,"From following list, real or fictitious: unicorn, alpaca, kangaroo rat, griffin, centaur, colossal squid",42
When was the big bang?,7,Big Bang: when?,5
What are some common proteins in tacos?,10,Common taco proteins?,5
What are the sports that Kraft sponsors?,8,Which sports does Kraft sponsor,5
How do you calculate a golfer's handicap?,12,How to calculate golfer's handicap,8
how to become fit,4,how to become fit,4
Is skiing or snowboarding easier?,8,Is skiing or snowboarding easier,7
What was Tyson Fury's fight record as an amateur?,14,Tyson Fury amateur record,6
"Summarize the meaning of ""Lovers"" in the slogan ""Virginia is for lovers""",24,Explain meaning of 'Lovers' in 'Virginia is for lovers',21
"Given this paragraph, which highs school did Drake Maye attend?",14,"Given this paragraph, which highs school did Drake Maye attend",13
"Given a reference text about the Bakersfield Majestics, where did the team play its games?",23,Bakersfield Majestics reference text: where did they play,14
How many prototypes were made?,7,How many prototypes were made,6
What are the words of House Wendwater?,10,House Wendwater motto?,6
Who created Tetris?,6,Who created Tetris?,6
How do I maintain friendships?,7,How to maintain friendships,5
What is the process called by which matter is converted from a solid directly into gas?,18,What is name of process converting solid directly to gas,11
What makes a good presentation in a workplace setting?,12,What makes good workplace presentation,5
Given this paragraph are Beavers the largest living rodents?,13,Given this paragraph are Beavers largest living rodents,11
What makes a good sales account executive?,9,What makes good sales account executive,6
Help plan a first date in San Francisco,9,Help plan first date in San Francisco,7
Which Game of Thrones season three episodes were directed by Michelle MacLaren?,15,Which S3 GOT episodes were directed by Michelle MacLaren,13
List the vegetation found in Antarctica in a common separated manner.,14,"List Antarctic vegetation, comma-separated",13
Can planets in the Solar System be seen with the naked eye?,14,Are Solar System planets visible to naked eye,9
"Based on the following passage regarding the economy of Sweden, what is the economic sector that accounts for the largest output?",23,"Which sector has largest output in Sweden's economy, per passage",13
"Which of these is an electronic device? Ipad, TV, Rock, Laptop, Tree.",19,"Which is electronic device: Ipad, TV, Rock, Laptop, Tree",15
What is the difference between a violin and a viola?,15,Difference between violin and viola,7
