original,original_token_count,compressed,compressed_token_count
Where did the first limited-overs cricket match take place?,13,Where did first limited-overs cricket match take place,11
what was the biggest tax change from tax reform,9,biggest tax change from tax reform,6
"Which of the following animals are marine mammals: Human, Dog, Bonobos, Cat, Bats, Whale shark, Bears, Orangutans, Great white shark, Lion, Ocean sunfish, Koala, Cheetah, Beluga sturgeon, Orca, Gorillas, Camel, Hamsters, Lemurs, Blue whale, Chimpanzee",85,"Which of these are marine mammals: Human, Dog, Bonobos, Cat, Bats, Whale shark, Bears, Orangutans, Great white shark, Lion, Ocean sunfish, Koala, Cheetah, Beluga sturgeon, Orca, Gorillas, Camel, Hamsters, Lemurs, Blue whale, Chimpanzee",83
Write a journal entry from the pandemic.,11,Write pandemic journal entry,6
how do I learn flute?,6,how to learn flute,4
Who is the founder of the Communist Party?,9,Who founded Communist Party,4
Can you tell me about the Porsche 993 targa?,14,Porsche 993 Targa.,7
Why should I change my car oil?,8,Why change my car oil,5
"Given a reference text about a snowball effect, tell me how it applies to aerospace engineering.",21,"From reference text on snowball effect, explain its application to aerospace engineering",14
Which is a species of fish? Tarp or Carp,13,Which is species of fish? Tarp or Carp,11
Can you own a car in a state with an out of state driver license?,18,Can you own car in state with out of state driver license,12
"Which of the following cars are made by GM? Grand Cherokee, Blazer, F150, Bronco, Corvette",26,"Which of these are GM-made? Grand Cherokee, Blazer, F150, Bronco, Corvette",24
"Classify each of the following as either an SSRI or MAOI depression drug: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobemide, fluoxetine",69,"SSRI or MAOI: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobide, fluoxetine",57
What are some of the best Easter Basket fillers for teenagers?,14,Best Easter basket fillers for teenagers,8
Why do cloud providers use dedicated hardware for network and storage processing but not large enterprises for their private cloud?,21,Why do cloud providers use dedicated hardware for network and storage processing but not large enterprises for their private cloud,20
Prove that 2 + 2 = 5.,8,Prove 2+2=5.,7
Give me a bulleted list of all artists that performers on the Trolls World Tour Soundtrack.,23,Bulleted list of all artists who performed on Trolls World Tour soundtrack,16
Who is the best character on Ted Lasso?,11,Best Ted Lasso character,6
What is the difference between Kuchipudi and Kathak dance forms of India?,16,Difference between Kuchipudi and Kathak dance forms of India,12
What are Roland's most famous synthesizers and drum machines from the 1980s and what do they do?,25,Roland's most famous 1980s synths and drum machines; what do they do,17
"Given this reference text, how was the cheeseburger invented?",12,Reference text: how was cheeseburger invented,8
What is the most invaded country in history?,10,Most invaded country in history,6
Why are cats better than dogs?,7,Why cats better than dogs,5
Do spotted hyenas actually laugh?,12,Do spotted hyenas actually laugh,11
What is Rust?,6,Explain Rust.,5
Who is Marlon Brando and when he was born?,14,Who is Marlon Brando and when he was born,13
Where did Gretel attend primary school?,8,Gretel's primary school?,7
Tell me different stages in data lifecycle.,9,Stages of data lifecycle,6
"Choose the word which is different from the rest:  Raid, Attack, Assault, Defence, Ambush",24,"Odd one out: Raid, Attack, Assault, Defence, Ambush",19
What are some interesting facts about Nelson Mandel Boulevard described on this paragraph?,14,List interesting facts about Nelson Mandel Boulevard described in this paragraph,11
What movies made Seattle famous in the 1990s?,10,Which 1990s movies made Seattle famous,7
Think up of a bunch of different gifts you could give a teacher,15,List many teacher gift ideas,5
From the passage provided find the names of the creators of Kafka. Separate them with a comma.,27,"From provided passage, list Kafka's creators, separated by commas",18
Why do humans need to have friends?,8,Why do humans need friends,5
How do you cook beef short ribs?,10,How to cook beef short ribs,8
"Classify each of the following as being part of a car, house, or both: window, steering wheel, air conditioner, couch, kitchen, engine",32,"Classify items as car, house, or both: window, steering wheel, air conditioner, couch, kitchen, engine",24
Please provide a list of Michael Jordan's accomplishments in the 1987-1988 NBA basketball season.,21,List Michael Jordan's 1987-88 NBA season accomplishments,12
How many people died in the Cloquet fire of Illinois according to the text?,17,Cloquet fire of Illinois: how many deaths per text,12
Which episode of The X-Files did Dana Scully get diagnosed with cancer?,20,Which X-Files episode features Scully's cancer diagnosis,15
How long does it take to make Kombucha?,11,Kombucha fermentation time?,6
What are the main ingredients for bread?,8,Main ingredients for bread,4
What is HTML?,4,HTML?,2
"Summarize the meaning of ""Lovers"" in the slogan ""Virginia is for lovers""",24,Explain meaning of 'Lovers' in 'Virginia is for lovers',21
Which is a species of fish? Snapper or Tapper,13,Fish species: Snapper or Tapper,8
Write me a recipe for pizza dough,8,Pizza dough recipe,3
Was Furze Hill an established community in the 19th century?,13,Was Furze Hill established 19th-century community,10
"Based on this article, how did the existence of trains impact the development of Roche Percee?",20,"From this article, how did trains influence Roche Percee's development",15
Give me a bulleted list of brands that make golf clubs,14,Bulleted list of golf-club brands,9
Who create Ben & Jerry's icecream?,12,Who create Ben & Jerry's icecream,11
"Extract the names of the playable characters in Street Fighter II from the passage, and list them out separated by a comma.",29,Extract playable Street Fighter II character names from passage; list comma-separated,21
What languages are spoken in Switzerland,6,Languages spoken in Switzerland,5
"Who sings the song call ""heartbreak anniversary""?",13,"Who sings song ""Heartbreak Anniversary""",10
How can I learn to snowboard?,7,How to learn snowboarding,5
How to cook Filipino chicken adobo?,12,Filipino chicken adobo recipe,9
Who was Alexander the Great?,6,Who was Alexander Great,4
"Who amongst these are from India: Virat Kohli, Roger Federer, Rafael Nadal, 
Novak Djokovic, Serena Williams, Andre Agassi, Sachin Tendulkar, Ricky Ponting, Anil Kumble, Harmanpreet Kaur, Mithali Raj, Sarah Taylor.",73,"Which of these are Indian: Virat Kohli, Roger Federer, Rafael Nadal, Novak Djokovic, Serena Williams, Andre Agassi, Sachin Tendulkar, Ricky Ponting, Anil Kumble, Harmanpreet Kaur, Mithali Raj, Sarah Taylor",69
What type of car should I buy if I live in a city?,16,Urban car: what to buy,6
Did Gary Collins played in the NHL,7,Did Gary Collins played in NHL,6
"Identify which instrument is string or percussion: Zatula, Jarana huasteca",22,"String or percussion: Zatula, Jarana huasteca",17
Where can I find Yukigassen tournaments?,11,Where to find Yukigassen tournaments,9
Kindly provide some details regarding the plot of science fiction 'A Borrowed Man' from the given passage.,24,Provide plot details of sci-fi 'A Borrowed Man' from given passage,19
Which award did Rustam win and in what year was it awarded?,15,"Which award did Rustam win, and in what year",12
"Why did a William the Conqueror, a Frenchman, become the King of England?",22,"Why did William Conqueror, Frenchman, become King of England",15
"Classify each of the following as a ridesharing or food delivery company: Doordash, Lyft, Wolt, Deliveroo, Bolt, Didi, Rappi",41,"Classify as ridesharing or food delivery: Doordash, Lyft, Wolt, Deliveroo, Bolt, Didi, Rappi",34
How do cryptic crosswords work?,10,How do cryptic crosswords work,9
"Classify each as being used on water or land: jet ski, boat, car, bike, kayak, skateboard",24,"Classify as water or land: jet ski, boat, car, bike, kayak, skateboard",20
